Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP5628,25/03/2024,26/03/2024,26/03/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,454,FedEx Norway,Truck,0.46,0.001,Standard,1,0,7.7,7.7,1,5451,2861,114,100,Clear,Low
SHP5629,02/02/2024,03/02/2024,03/02/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,569,DSV,Truck,6.62,0.016,Priority,1,0,6.7,6.7,1,8203,3587,142,100,Clear,Medium
SHP5630,19/01/2024,20/01/2024,20/01/2024,Oslo,Oslo,Østlandet,Østlandet,26,FedEx Norway,Van,6.65,0.055,Standard,0,1,2,2,1,213,57,3,100,Clear,Low
SHP5631,19/01/2024,20/01/2024,20/01/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,420,DHL Norway,Truck,1.77,0.008,Standard,1,1,6,6,1,5037,2644,105,100,Clear,Medium
SHP5632,16/01/2024,17/01/2024,17/01/2024,Fredrikstad,Bergen,Østlandet,Vestlandet,396,DB Schenker,Truck,18.16,0.088,Standard,0,0,9.2,6.4,0,4762,2495,99,55,Snow,Medium
SHP5633,07/03/2024,08/03/2024,08/03/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,501,DB Schenker,Truck,15.94,0.02,Standard,1,0,8.7,7.8,0,6021,3157,125,88,Clear,High
SHP5634,08/01/2024,10/01/2024,10/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,1.66,0.009,Standard,0,0,9.6,7.5,0,5881,3087,122,72,Clear,High
SHP5635,13/02/2024,15/02/2024,15/02/2024,Bodø,Fredrikstad,Nord-Norge,Østlandet,526,FedEx Norway,Truck,4.52,0.017,Standard,0,0,8.3,8.3,1,6317,3315,132,100,Rain,Low
SHP5636,05/03/2024,07/03/2024,07/03/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,421,Bring,Truck,1.06,0.003,Standard,0,0,6.7,6.7,1,5054,2653,105,100,Clear,Low
SHP5637,14/02/2024,16/02/2024,16/02/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,568,DSV,Truck,18.88,0.178,Standard,0,0,8.6,8.6,1,6824,3577,142,100,Rain,Low
SHP5638,04/01/2024,06/01/2024,06/01/2024,Fredrikstad,Drammen,Østlandet,Østlandet,246,Posten,Truck,3.91,0.008,Priority,0,0,3.4,3.4,1,3548,1551,62,100,Clear,Low
SHP5639,26/03/2024,28/03/2024,28/03/2024,Fredrikstad,Kristiansand,Østlandet,Sørlandet,475,Norsk Transport,Truck,5.79,0.049,Priority,1,0,5.6,5.6,1,6849,2995,119,100,Clear,Medium
SHP5640,04/01/2024,05/01/2024,05/01/2024,Bodø,Bergen,Nord-Norge,Vestlandet,496,FedEx Norway,Truck,3.91,0.033,Standard,1,0,7,7,1,5955,3125,124,100,Clear,Low
SHP5641,17/01/2024,19/01/2024,19/01/2024,Bergen,Oslo,Vestlandet,Østlandet,241,DSV,Truck,3.71,0.016,Standard,0,0,4.9,3.1,0,2899,1521,60,43,Storm,Severe
SHP5642,18/03/2024,19/03/2024,19/03/2024,Kristiansand,Ålesund,Sørlandet,Vestlandet,374,DSV,Train,13.76,0.029,Standard,0,1,5,5,1,2253,539,11,100,Clear,Low
SHP5643,02/03/2024,03/03/2024,03/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,PostNord,Cargo Plane,13.77,0.079,Express,0,0,2.5,2.5,1,65260,78300,487,100,Fog,Low
SHP5644,16/01/2024,18/01/2024,18/01/2024,Drammen,Oslo,Østlandet,Østlandet,260,Bring,Truck,7.29,0.057,Express,0,0,2.8,2.5,0,4683,1637,65,89,Clear,High
SHP5645,05/03/2024,06/03/2024,06/03/2024,Drammen,Bergen,Østlandet,Vestlandet,469,Posten,Truck,10.72,0.03,Priority,0,0,8.6,6.2,0,6754,2952,117,61,Storm,Medium
SHP5646,07/03/2024,09/03/2024,09/03/2024,Drammen,Ålesund,Østlandet,Vestlandet,423,DB Schenker,Train,7.17,0.063,Standard,0,0,6,6,1,2541,609,13,100,Clear,Medium
SHP5647,05/01/2024,06/01/2024,06/01/2024,Oslo,Fredrikstad,Østlandet,Østlandet,428,Posten,Truck,0.29,0,Express,0,1,4.5,4.5,1,7699,2695,107,100,Rain,Medium
SHP5648,29/03/2024,31/03/2024,31/03/2024,Kristiansand,Oslo,Sørlandet,Østlandet,429,DSV,Truck,0.68,0.006,Express,0,0,5,5,1,7714,2700,107,100,Rain,Low
SHP5649,20/01/2024,21/01/2024,21/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Truck,4.84,0.03,Standard,0,0,8.8,5.9,0,4682,2457,98,50,Snow,Medium
SHP5650,17/02/2024,18/02/2024,18/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Truck,13.85,0.015,Express,0,0,6.3,6.3,1,9730,3402,135,100,Clear,Low
SHP5651,09/02/2024,10/02/2024,10/02/2024,Drammen,Kristiansand,Østlandet,Sørlandet,249,Posten,Truck,24.44,0.231,Standard,0,0,3.4,3.4,1,2994,1566,62,100,Rain,Low
SHP5652,15/02/2024,16/02/2024,16/02/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,415,Bring,Train,0.3,0.001,Standard,0,0,4.8,4.8,1,2488,597,12,100,Rain,Low
SHP5653,13/02/2024,14/02/2024,14/02/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,323,Bring,Train,4.59,0.029,Priority,0,0,5.2,4.1,0,2327,465,10,73,Clear,High
SHP5654,10/01/2024,11/01/2024,11/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DSV,Van,2.53,0.018,Standard,0,0,4.9,3.8,0,1681,454,25,71,Snow,Low
SHP5655,07/03/2024,09/03/2024,09/03/2024,Oslo,Oslo,Østlandet,Østlandet,25,DB Schenker,Van,16.89,0.02,Express,0,0,2,2,1,310,54,3,100,Clear,Medium
SHP5656,23/01/2024,25/01/2024,25/01/2024,Kristiansand,Bodø,Sørlandet,Nord-Norge,394,Scandinavian Express,Train,18.71,0.023,Standard,0,1,5,5,1,2373,567,12,100,Clear,Medium
SHP5657,30/03/2024,31/03/2024,31/03/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,416,Posten,Truck,2.31,0.014,Express,0,0,4,4,1,7498,2624,104,100,Rain,Low
SHP5658,03/03/2024,04/03/2024,04/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,337,FedEx Norway,Truck,12.41,0.059,Standard,0,0,5,5,1,4054,2125,84,100,Rain,Low
SHP5659,09/01/2024,10/01/2024,10/01/2024,Drammen,Fredrikstad,Østlandet,Østlandet,316,Bring,Truck,13.16,0.085,Priority,0,0,5.4,4.2,0,4563,1993,79,73,Clear,High
SHP5660,27/03/2024,28/03/2024,28/03/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,577,DSV,Truck,1.95,0.013,Express,0,0,6.7,6.7,1,10391,3636,144,100,Rain,Medium
SHP5661,09/02/2024,11/02/2024,11/02/2024,Trondheim,Oslo,Trøndelag,Østlandet,490,DSV,Train,5.69,0.045,Standard,0,0,5.9,5.9,1,2943,706,15,100,Rain,Low
SHP5662,15/02/2024,16/02/2024,16/02/2024,Stavanger,Fredrikstad,Vestlandet,Østlandet,311,DSV,Truck,9.68,0.022,Standard,1,0,5.2,5.2,1,3733,1957,78,100,Clear,Medium
SHP5663,12/03/2024,14/03/2024,14/03/2024,Kristiansand,Drammen,Sørlandet,Østlandet,583,PostNord,Truck,0.26,0.002,Express,0,0,6.2,6.2,1,10486,3670,146,100,Clear,Medium
SHP5664,24/02/2024,25/02/2024,25/02/2024,Kristiansand,Fredrikstad,Sørlandet,Østlandet,380,Bring,Train,5.19,0.006,Standard,0,0,7.4,5.4,0,2280,547,11,63,Snow,Low
SHP5665,24/01/2024,26/01/2024,26/01/2024,Drammen,Tromsø,Østlandet,Nord-Norge,224,Bring,Van,1.68,0.002,Standard,1,0,5.2,5.2,1,1794,484,27,100,Clear,Medium
SHP5666,02/02/2024,04/02/2024,04/02/2024,Oslo,Drammen,Østlandet,Østlandet,560,FedEx Norway,Train,7.81,0.044,Standard,0,0,7.2,7.2,1,3366,807,17,100,Clear,Medium
SHP5667,28/03/2024,29/03/2024,29/03/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,384,Posten,Truck,18.51,0.066,Express,0,0,4.1,4.1,1,6927,2420,96,100,Clear,Low
SHP5668,19/03/2024,20/03/2024,20/03/2024,Drammen,Bergen,Østlandet,Vestlandet,324,Posten,Truck,7.44,0.016,Standard,0,0,7.3,5.4,0,3886,2038,81,65,Snow,Medium
SHP5669,16/02/2024,17/02/2024,17/02/2024,Drammen,Ålesund,Østlandet,Vestlandet,423,Posten,Truck,0.37,0.002,Priority,0,0,6.6,5.2,0,6088,2663,106,73,Rain,High
SHP5670,12/01/2024,14/01/2024,14/01/2024,Bergen,Drammen,Vestlandet,Østlandet,364,Posten,Truck,0.3,0.002,Express,0,0,4.4,4.4,1,6558,2295,91,100,Clear,Low
SHP5671,18/02/2024,19/02/2024,19/02/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,342,DSV,Train,9.3,0.086,Standard,0,0,4.9,4.9,1,2055,492,10,100,Clear,Low
SHP5672,02/02/2024,03/02/2024,03/02/2024,Drammen,Ålesund,Østlandet,Vestlandet,467,DSV,Truck,3.97,0.032,Standard,0,0,7.9,7.9,1,5602,2940,117,100,Rain,Medium
SHP5673,05/02/2024,06/02/2024,06/02/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Truck,8.5,0.042,Priority,0,0,6.8,6.8,1,7781,3402,135,100,Clear,Low
SHP5674,22/02/2024,24/02/2024,24/02/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,395,Posten,Train,1.79,0.014,Express,0,1,4.5,3.5,0,3557,569,12,72,Fog,High
SHP5675,11/02/2024,13/02/2024,13/02/2024,Tromsø,Kristiansand,Nord-Norge,Sørlandet,204,PostNord,Truck,15,0.143,Standard,0,0,3.2,3.2,1,2450,1283,51,100,Clear,Low
SHP5676,25/02/2024,27/02/2024,27/02/2024,Oslo,Oslo,Østlandet,Østlandet,29,PostNord,Van,19.71,0.09,Priority,0,1,2.3,2,0,290,63,3,83,Clear,High
SHP5677,16/01/2024,18/01/2024,18/01/2024,Bodø,Drammen,Nord-Norge,Østlandet,436,Scandinavian Express,Truck,22,0.13,Standard,0,0,6.7,6.7,1,5246,2748,109,100,Clear,Medium
SHP5678,26/01/2024,27/01/2024,27/01/2024,Drammen,Bodø,Østlandet,Nord-Norge,551,FedEx Norway,Truck,3.63,0.02,Standard,0,0,8.7,8.7,1,6618,3474,138,100,Clear,Low
SHP5679,11/01/2024,12/01/2024,12/01/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,25,Norsk Transport,Van,10.81,0.062,Express,0,0,2,2,1,307,54,3,100,Clear,Low
SHP5680,02/02/2024,04/02/2024,04/02/2024,Oslo,Oslo,Østlandet,Østlandet,13,DHL Norway,Van,3.27,0.031,Standard,0,0,2.9,2,0,102,27,2,56,Storm,Medium
SHP5681,27/01/2024,29/01/2024,31/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DB Schenker,Container Ship,14.39,0.017,Standard,0,0,54.3,49,0,6967,7830,313,89,Clear,High
SHP5682,24/03/2024,25/03/2024,25/03/2024,Bodø,Drammen,Nord-Norge,Østlandet,543,Posten,Truck,1.28,0.002,Express,0,0,7.5,6.3,0,9771,3420,136,80,Rain,High
SHP5683,12/01/2024,14/01/2024,14/01/2024,Oslo,Bergen,Østlandet,Vestlandet,313,DB Schenker,Truck,14.39,0.06,Standard,0,0,5.2,5.2,1,3759,1970,78,100,Clear,Medium
SHP5684,04/02/2024,05/02/2024,05/02/2024,Fredrikstad,Oslo,Østlandet,Østlandet,419,Posten,Train,5.79,0.022,Standard,0,0,6.1,6.1,1,2516,603,13,100,Clear,Low
SHP5685,22/02/2024,24/02/2024,24/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,FedEx Norway,Truck,19.35,0.159,Standard,0,0,3.3,3.3,1,2530,1323,52,100,Fog,Medium
SHP5686,18/03/2024,19/03/2024,19/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,216,DSV,Truck,13.43,0.107,Standard,0,0,2.9,2.9,1,2604,1364,54,100,Clear,Low
SHP5687,28/02/2024,01/03/2024,01/03/2024,Oslo,Oslo,Østlandet,Østlandet,7,DB Schenker,Van,4.72,0.042,Standard,0,0,2,2,1,60,15,1,100,Clear,Low
SHP5688,14/03/2024,15/03/2024,15/03/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,399,Posten,Train,23.39,0.181,Express,0,0,3.9,3.9,1,3604,574,12,100,Clear,Low
SHP5689,23/02/2024,24/02/2024,24/02/2024,Ålesund,Tromsø,Vestlandet,Nord-Norge,307,DSV,Truck,3.33,0.032,Standard,0,0,6,4.2,0,3682,1932,77,58,Snow,Low
SHP5690,25/03/2024,26/03/2024,26/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,363,Bring,Train,34.11,0.219,Express,0,0,5.8,3.5,0,3292,523,11,32,Storm,High
SHP5691,12/03/2024,13/03/2024,13/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,226,Bring,Truck,14.58,0.061,Express,1,0,2.4,2.4,1,4082,1425,57,100,Clear,Low
SHP5692,23/02/2024,24/02/2024,24/02/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,558,Bring,Truck,46.75,0.187,Express,0,1,5.8,5.8,1,10074,3513,139,100,Rain,Medium
SHP5693,10/03/2024,12/03/2024,12/03/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,436,Posten,Truck,0.55,0.004,Standard,0,0,6.9,6.9,1,5233,2747,109,100,Clear,Medium
SHP5694,23/03/2024,24/03/2024,24/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,259,DSV,Truck,3.2,0.008,Standard,0,0,5.1,4.1,0,3109,1631,65,74,Rain,High
SHP5695,05/02/2024,06/02/2024,06/02/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,238,DSV,Truck,13.52,0.08,Standard,0,0,4.8,3.7,0,2867,1502,60,73,Storm,Medium
SHP5696,13/01/2024,15/01/2024,15/01/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,415,FedEx Norway,Truck,25.54,0.05,Express,0,0,4.3,4.3,1,7492,2616,104,100,Clear,Medium
SHP5697,22/01/2024,24/01/2024,24/01/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,398,Bring,Truck,0.29,0.001,Standard,0,0,5.7,5.7,1,4772,2505,99,100,Rain,Low
SHP5698,25/01/2024,26/01/2024,26/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,488,Bring,Train,0.1,0.001,Standard,0,0,6.9,5.9,0,2929,703,15,83,Clear,High
SHP5699,19/03/2024,20/03/2024,20/03/2024,Ålesund,Bergen,Vestlandet,Vestlandet,403,Scandinavian Express,Truck,2.96,0.015,Standard,0,0,6.7,6.7,1,4839,2539,101,100,Rain,Low
SHP5700,26/03/2024,27/03/2024,27/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,555,DSV,Truck,19.16,0.035,Express,0,0,5.2,5.2,1,10002,3496,139,100,Clear,Low
SHP5701,11/03/2024,13/03/2024,14/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DSV,Truck,14.57,0.041,Standard,0,0,33.4,28.8,0,20887,10962,435,84,Rain,Severe
SHP5702,19/03/2024,20/03/2024,20/03/2024,Trondheim,Drammen,Trøndelag,Østlandet,319,DSV,Truck,4.16,0.039,Priority,0,0,4.6,3.9,0,4601,2012,80,81,Clear,High
SHP5703,21/01/2024,22/01/2024,22/01/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,399,DHL Norway,Truck,0.1,0.001,Standard,0,1,5.8,5.8,1,4785,2512,100,100,Clear,Low
SHP5704,02/01/2024,03/01/2024,03/01/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,430,Bring,Truck,8.09,0.014,Standard,0,0,5.9,5.9,1,5165,2709,108,100,Rain,Medium
SHP5705,15/03/2024,16/03/2024,16/03/2024,Bergen,Bergen,Vestlandet,Vestlandet,24,Bring,Van,2.72,0.011,Standard,1,0,2,2,1,192,51,3,100,Clear,Low
SHP5706,14/03/2024,16/03/2024,16/03/2024,Fredrikstad,Stavanger,Østlandet,Vestlandet,453,PostNord,Truck,13.69,0.018,Standard,1,0,6.5,6.5,1,5446,2856,113,100,Clear,Medium
SHP5707,17/01/2024,19/01/2024,19/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,405,Posten,Truck,5.91,0.04,Priority,0,0,5.4,5.4,1,5838,2553,101,100,Clear,Medium
SHP5708,16/03/2024,18/03/2024,18/03/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,464,FedEx Norway,Truck,11.35,0.098,Standard,0,0,7.8,7.8,1,5571,2922,116,100,Clear,Low
SHP5709,29/03/2024,30/03/2024,30/03/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,49,Bring,Van,19.13,0.149,Standard,0,0,2.5,2,0,402,106,6,74,Rain,High
SHP5710,08/02/2024,09/02/2024,09/02/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DSV,Van,7.67,0.018,Express,1,1,3.7,2.9,0,2526,454,25,73,Snow,Low
SHP5711,21/03/2024,22/03/2024,22/03/2024,Stavanger,Drammen,Vestlandet,Østlandet,290,PostNord,Truck,4.09,0.036,Standard,1,0,5.6,4.4,0,3487,1829,73,74,Clear,Severe
SHP5712,02/01/2024,04/01/2024,04/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Truck,14.68,0.07,Priority,0,0,8.9,7.1,0,7785,3402,135,74,Rain,High
SHP5713,08/02/2024,09/02/2024,09/02/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,598,FedEx Norway,Train,3.08,0.016,Standard,0,1,7,7,1,3592,862,18,100,Rain,Low
SHP5714,30/03/2024,01/04/2024,01/04/2024,Stavanger,Stavanger,Vestlandet,Vestlandet,6,Scandinavian Express,Van,22.21,0.095,Standard,0,1,2,2,1,62,14,1,100,Clear,Medium
SHP5715,06/01/2024,08/01/2024,08/01/2024,Bergen,Bergen,Vestlandet,Vestlandet,44,DSV,Van,0.74,0.005,Standard,0,0,2,2,1,355,96,5,100,Clear,Low
SHP5716,13/03/2024,14/03/2024,14/03/2024,Trondheim,Drammen,Trøndelag,Østlandet,297,Norsk Transport,Truck,18.05,0.071,Express,1,0,4.5,3.1,0,5366,1873,74,53,Storm,Low
SHP5717,04/03/2024,05/03/2024,05/03/2024,Ålesund,Fredrikstad,Vestlandet,Østlandet,576,Posten,Truck,0.96,0.004,Standard,0,1,9.4,8.5,0,6917,3631,144,89,Clear,High
SHP5718,07/02/2024,08/02/2024,08/02/2024,Bergen,Oslo,Vestlandet,Østlandet,523,FedEx Norway,Truck,0.58,0.005,Priority,0,1,6.6,6.6,1,7531,3295,131,100,Clear,Low
SHP5719,22/03/2024,23/03/2024,23/03/2024,Tromsø,Fredrikstad,Nord-Norge,Østlandet,464,Bring,Train,4.51,0.017,Express,0,0,4.1,4.1,1,4182,669,14,100,Rain,Low
SHP5720,26/02/2024,27/02/2024,27/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,395,Bring,Truck,31.36,0.223,Priority,0,0,5.9,5.1,0,5703,2487,99,85,Rain,High
SHP5721,06/01/2024,08/01/2024,08/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Train,41.04,0.188,Priority,0,0,9.2,6.3,0,3913,778,16,53,Snow,Low
SHP5722,01/03/2024,02/03/2024,02/03/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Bring,Truck,2.26,0.005,Standard,0,0,10.1,7.2,0,5881,3087,122,59,Storm,Medium
SHP5723,20/01/2024,22/01/2024,22/01/2024,Bergen,Fredrikstad,Vestlandet,Østlandet,419,Posten,Truck,1.61,0.012,Standard,0,0,5.9,5.9,1,5031,2641,105,100,Clear,Medium
SHP5724,26/02/2024,27/02/2024,27/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,FedEx Norway,Truck,4.35,0.005,Standard,0,0,23.2,23.2,1,20882,10962,435,100,Rain,Medium
SHP5725,15/03/2024,16/03/2024,16/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,396,FedEx Norway,Truck,4.11,0.021,Standard,1,0,9.8,6.1,0,4751,2493,99,38,Storm,High
SHP5726,09/01/2024,11/01/2024,11/01/2024,Tromsø,Fredrikstad,Nord-Norge,Østlandet,566,Posten,Truck,14.25,0.052,Standard,1,0,7.5,7.5,1,6795,3564,141,100,Clear,Low
SHP5727,27/03/2024,29/03/2024,29/03/2024,Kristiansand,Kristiansand,Sørlandet,Sørlandet,21,Posten,Van,5.87,0.006,Standard,0,0,2,2,1,167,44,2,100,Rain,Medium
SHP5728,07/03/2024,09/03/2024,09/03/2024,Drammen,Drammen,Østlandet,Østlandet,22,FedEx Norway,Van,15.14,0.094,Standard,0,0,2.5,2,0,186,48,3,75,Clear,High
SHP5729,09/03/2024,11/03/2024,11/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,218,Bring,Van,13.81,0.072,Standard,0,0,5,4.5,0,1748,470,26,87,Clear,High
SHP5730,06/02/2024,08/02/2024,08/02/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Train,8.63,0.03,Standard,0,0,6.9,6.9,1,2944,706,15,100,Rain,Medium
SHP5731,19/01/2024,20/01/2024,20/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DSV,Train,17.93,0.034,Standard,0,1,7.7,5.3,0,2349,562,12,54,Storm,Medium
SHP5732,15/01/2024,16/01/2024,16/01/2024,Drammen,Fredrikstad,Østlandet,Østlandet,262,Bring,Truck,2.18,0.003,Standard,0,0,4,4,1,3148,1652,66,100,Clear,Medium
SHP5733,08/03/2024,09/03/2024,09/03/2024,Tromsø,Drammen,Nord-Norge,Østlandet,454,Posten,Truck,1.77,0.009,Standard,0,0,9.3,7.7,0,5446,2859,113,79,Clear,High
SHP5734,03/03/2024,04/03/2024,04/03/2024,Bergen,Oslo,Vestlandet,Østlandet,432,PostNord,Truck,13.89,0.066,Standard,0,0,6.7,6.7,1,5194,2723,108,100,Fog,Medium
SHP5735,06/01/2024,08/01/2024,08/01/2024,Oslo,Drammen,Østlandet,Østlandet,513,DB Schenker,Truck,2.81,0.008,Express,0,1,5.4,5.4,1,9242,3234,128,100,Clear,Low
SHP5736,15/01/2024,17/01/2024,17/01/2024,Stavanger,Drammen,Vestlandet,Østlandet,409,Posten,Truck,0.1,0.001,Standard,0,0,6.1,6.1,1,4914,2580,102,100,Rain,Low
SHP5737,21/02/2024,23/02/2024,23/02/2024,Bergen,Bodø,Vestlandet,Nord-Norge,381,Norsk Transport,Train,24.3,0.19,Express,1,0,4,4,1,3443,548,11,100,Clear,Medium
SHP5738,21/02/2024,22/02/2024,22/02/2024,Bergen,Oslo,Vestlandet,Østlandet,227,DSV,Truck,9.75,0.013,Standard,0,0,3.6,3.6,1,2724,1428,57,100,Clear,Medium
SHP5739,14/01/2024,16/01/2024,16/01/2024,Trondheim,Drammen,Trøndelag,Østlandet,473,Bring,Truck,5.89,0.043,Standard,1,0,7.8,7.8,1,5685,2983,118,100,Clear,Medium
SHP5740,21/02/2024,23/02/2024,23/02/2024,Drammen,Kristiansand,Østlandet,Sørlandet,280,Posten,Van,12.94,0.125,Standard,0,0,5.8,5.8,1,2245,604,34,100,Clear,Low
SHP5741,21/03/2024,23/03/2024,23/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,341,Posten,Train,4.05,0.017,Standard,0,0,4.5,4.5,1,2046,491,10,100,Clear,Low
SHP5742,04/03/2024,05/03/2024,05/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,289,Bring,Van,30.72,0.262,Standard,0,0,6.7,6.7,1,2325,624,35,100,Clear,Low
SHP5743,08/03/2024,09/03/2024,09/03/2024,Ålesund,Kristiansand,Vestlandet,Sørlandet,228,Posten,Truck,0.71,0.005,Express,0,0,2.7,2.7,1,4102,1436,57,100,Clear,Low
SHP5744,15/02/2024,17/02/2024,17/02/2024,Oslo,Fredrikstad,Østlandet,Østlandet,455,Bring,Truck,10.24,0.083,Priority,0,0,5.4,5.4,1,6558,2866,114,100,Clear,Low
SHP5745,30/01/2024,31/01/2024,31/01/2024,Oslo,Drammen,Østlandet,Østlandet,529,Posten,Train,15.02,0.045,Priority,0,0,8.1,6.3,0,3818,762,16,71,Clear,Severe
SHP5746,02/02/2024,04/02/2024,04/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DB Schenker,Truck,6.33,0.035,Standard,0,0,8,6.6,0,4683,2457,98,78,Storm,Low
SHP5747,08/02/2024,09/02/2024,09/02/2024,Oslo,Drammen,Østlandet,Østlandet,285,DHL Norway,Truck,14.06,0.077,Standard,0,0,4.5,4.5,1,3422,1793,71,100,Clear,Medium
SHP5748,03/01/2024,05/01/2024,05/01/2024,Bergen,Bodø,Vestlandet,Nord-Norge,203,DSV,Van,26.16,0.204,Standard,0,1,3.7,3.7,1,1639,439,24,100,Clear,Low
SHP5749,03/03/2024,05/03/2024,05/03/2024,Fredrikstad,Tromsø,Østlandet,Nord-Norge,393,DB Schenker,Truck,13.63,0.056,Standard,0,0,5.4,5.4,1,4720,2474,98,100,Clear,Low
SHP5750,13/02/2024,15/02/2024,15/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,278,Norsk Transport,Truck,3.7,0.007,Express,0,0,2.6,2.6,1,5011,1753,70,100,Clear,Low
SHP5751,05/03/2024,06/03/2024,06/03/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,DB Schenker,Train,8.25,0.037,Standard,1,0,8.3,8.3,1,3664,878,18,100,Rain,Medium
SHP5752,05/02/2024,07/02/2024,07/02/2024,Drammen,Trondheim,Østlandet,Trøndelag,359,Bring,Truck,24.26,0.037,Priority,0,0,4.7,4.7,1,5188,2264,90,100,Clear,Low
SHP5753,08/02/2024,10/02/2024,10/02/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,500,Bring,Train,5.96,0.037,Standard,0,1,6.9,6.9,1,3004,720,15,100,Rain,Low
SHP5754,22/01/2024,24/01/2024,24/01/2024,Kristiansand,Drammen,Sørlandet,Østlandet,209,FedEx Norway,Truck,11.45,0.076,Standard,0,0,3.2,3.2,1,2517,1318,52,100,Clear,Low
SHP5755,29/02/2024,02/03/2024,02/03/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,379,Posten,Truck,6.26,0.036,Priority,0,1,4.7,4.7,1,5454,2385,95,100,Clear,Medium
SHP5756,01/02/2024,02/02/2024,03/02/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Bring,Container Ship,1.29,0.013,Priority,0,0,47.2,39.5,0,8353,7830,313,80,Clear,Medium
SHP5757,26/02/2024,28/02/2024,28/02/2024,Fredrikstad,Kristiansand,Østlandet,Sørlandet,274,DSV,Truck,0.6,0.001,Standard,0,0,4.2,4.2,1,3283,1723,68,100,Rain,Low
SHP5758,18/01/2024,20/01/2024,20/01/2024,Stavanger,Drammen,Vestlandet,Østlandet,509,DB Schenker,Truck,30.42,0.094,Standard,0,1,11,8.7,0,6122,3206,127,73,Clear,High
